is_interesting;Spalte1;news;category;title;summary;link;date;time;datetime;ID;;;
;132;Does your company nurture neurodiverse talent?. Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.;BBC News - Business;Does your company nurture neurodiverse talent?;Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.;https://www.bbc.co.uk/news/uk-51014028;(2020, 1, 17);(0, 7, 9);Fri, 17 Jan 2020 00:07:09 GMT;62716fa04e7645a1fe674e66d07b18a1;;;
x;133;Is it OK to call in sick with a common cold?. Should you just crack on with it when you have a cold, or hide under the duvet for everybody's sake?;BBC News - Business;Is it OK to call in sick with a common cold?;Should you just crack on with it when you have a cold, or hide under the duvet for everybody's sake?;https://www.bbc.co.uk/news/uk-50813796;(2020, 1, 15);(0, 6, 34);Wed, 15 Jan 2020 00:06:34 GMT;8deddf3aeaef732fe086f09a93c8295f;;;
;134;The accidental Singer sewing machine revolution. A device that changed women's lives was originally intended to make one man rich.;BBC News - Business;The accidental Singer sewing machine revolution;A device that changed women's lives was originally intended to make one man rich.;https://www.bbc.co.uk/news/business-50673541;(2020, 1, 15);(0, 7, 10);Wed, 15 Jan 2020 00:07:10 GMT;e4b1c9cc99a9763f8e723d081ea079e3;;;
;135;Plug-in and sail: Meet the electric ferry pioneers. Battery powered ferries are becoming bigger and are sailing further, but they are still expensive.;BBC News - Business;Plug-in and sail: Meet the electric ferry pioneers;Battery powered ferries are becoming bigger and are sailing further, but they are still expensive.;https://www.bbc.co.uk/news/business-50233206;(2020, 1, 14);(0, 3, 40);Tue, 14 Jan 2020 00:03:40 GMT;ca55c87a421113164f00995be7dfb6ca;;;
;136;Why people use bots to buy limited edition trainers. The resale market of rare trainers has exploded with the use of computer bots, the BBC finds.;BBC News - Business;Why people use bots to buy limited edition trainers;The resale market of rare trainers has exploded with the use of computer bots, the BBC finds.;https://www.bbc.co.uk/news/business-49283059;(2020, 1, 14);(0, 38, 56);Tue, 14 Jan 2020 00:38:56 GMT;4dc2d96cae60b9328b35d2081d9f0161;;;
;137;The billionaire retailer whose shops had no stock. Luiza Trajano, owner of Brazilian shop chain Magazine Luiza, is one of the country's richest people.;BBC News - Business;The billionaire retailer whose shops had no stock;Luiza Trajano, owner of Brazilian shop chain Magazine Luiza, is one of the country's richest people.;https://www.bbc.co.uk/news/business-51048617;(2020, 1, 13);(0, 0, 10);Mon, 13 Jan 2020 00:00:10 GMT;8ebcb07dd094b1e1c79deb88c2d48a10;;;
;138;How to save the UK's crisis-hit High Streets. There are 50,000 fewer shops on UK High Streets than a decade ago, and the decline is continuing.;BBC News - Business;How to save the UK's crisis-hit High Streets;There are 50,000 fewer shops on UK High Streets than a decade ago, and the decline is continuing.;https://www.bbc.co.uk/news/business-51094109;(2020, 1, 13);(15, 4, 8);Mon, 13 Jan 2020 15:04:08 GMT;c14f3cb8de051a4036c6eb71aeb470a2;;;
;139;Northern England's disused mills 'at risk'. A quarter of northern England's 2,000 disused mills are at risk, says Historic England.;BBC News - Business;Northern England's disused mills 'at risk';A quarter of northern England's 2,000 disused mills are at risk, says Historic England.;https://www.bbc.co.uk/news/business-51051256;(2020, 1, 10);(22, 18, 18);Fri, 10 Jan 2020 22:18:18 GMT;e4942c681ef7b90323e73a6a59376a94;;;
x;140;Samira Ahmed case: What is equal pay?. BBC presenter Samira Ahmed won a pay dispute, but what is equal pay?;BBC News - Business;Samira Ahmed case: What is equal pay?;BBC presenter Samira Ahmed won a pay dispute, but what is equal pay?;https://www.bbc.co.uk/news/business-50168817;(2020, 1, 10);(17, 4, 34);Fri, 10 Jan 2020 17:04:34 GMT;4e9e476e91b071225552175c2c975a28;;;
;141;"Australia fires: Vineyard owner's grief and determination. An Australian vineyard's destruction in bushfires led to anger, tears and new ""faith in humanity"".";BBC News - Business;Australia fires: Vineyard owner's grief and determination;"An Australian vineyard's destruction in bushfires led to anger, tears and new ""faith in humanity"".";https://www.bbc.co.uk/news/business-50979489;(2020, 1, 10);(16, 5, 36);Fri, 10 Jan 2020 16:05:36 GMT;6c1534836b05c8f92bb144d72d270bab;;;
x;142;This is what a million pound coin looks like. An extremely rare Edward VIII sovereign has been sold for £1m, the most expensive UK coin ever sold.;BBC News - Business;This is what a million pound coin looks like;An extremely rare Edward VIII sovereign has been sold for £1m, the most expensive UK coin ever sold.;https://www.bbc.co.uk/news/business-51143600;(2020, 1, 17);(0, 13, 32);Fri, 17 Jan 2020 00:13:32 GMT;f68d473205a3fb450d41247ae0997651;;;
x;143;How the dog biscuit became a million dollar idea. The BBC's Aaron Heslehurst explains how the dog biscuit became a million dollar idea.;BBC News - Business;How the dog biscuit became a million dollar idea;The BBC's Aaron Heslehurst explains how the dog biscuit became a million dollar idea.;https://www.bbc.co.uk/news/business-51136289;(2020, 1, 17);(0, 25, 37);Fri, 17 Jan 2020 00:25:37 GMT;11a357f4a038939b0f102ece7d188d77;;;
;144;Hays Travel: 'We're different to Thomas Cook'. The company has taken over all 550 Thomas Cook stores after the package holiday firm collapsed.;BBC News - Business;Hays Travel: 'We're different to Thomas Cook';The company has taken over all 550 Thomas Cook stores after the package holiday firm collapsed.;https://www.bbc.co.uk/news/business-51139299;(2020, 1, 16);(15, 23, 36);Thu, 16 Jan 2020 15:23:36 GMT;520d916685a1e2d28fa23259721d5ccb;;;
;145;CEO Secrets: Vegan ice cream entrepreneur shares her advice. Cecily Mills explains how moving back to her parents' house provided her business breakthrough.;BBC News - Business;CEO Secrets: Vegan ice cream entrepreneur shares her advice;Cecily Mills explains how moving back to her parents' house provided her business breakthrough.;https://www.bbc.co.uk/news/business-51022884;(2020, 1, 15);(0, 1, 54);Wed, 15 Jan 2020 00:01:54 GMT;ff6ef9ed32856bbfce0711fc04589f35;;;
;146;India's first trans queen: 'Show yourself loud and proud'. Nitasha Biswas won India's first transgender beauty pageant and now campaigns for transgender rights.;BBC News - Business;India's first trans queen: 'Show yourself loud and proud';Nitasha Biswas won India's first transgender beauty pageant and now campaigns for transgender rights.;https://www.bbc.co.uk/news/world-asia-india-51055101;(2020, 1, 11);(0, 14, 55);Sat, 11 Jan 2020 00:14:55 GMT;af8388b5c5cda2ae2e14ff6c51e11bc4;;;
;147;Carlos Ghosn: Did ex-Nissan boss really escape Japan in a box?. The BBC's John Simpson pushes Carlos Ghosn on how he managed to flee to Lebanon.;BBC News - Business;Carlos Ghosn: Did ex-Nissan boss really escape Japan in a box?;The BBC's John Simpson pushes Carlos Ghosn on how he managed to flee to Lebanon.;https://www.bbc.co.uk/news/business-51058749;(2020, 1, 10);(4, 52, 23);Fri, 10 Jan 2020 04:52:23 GMT;27c88e2797bab4d4197d2dbac56e8875;;;
;148;How the executive toy became a million dollar idea. Aaron Heslehurst explains how the executive toy became a million dollar idea.;BBC News - Business;How the executive toy became a million dollar idea;Aaron Heslehurst explains how the executive toy became a million dollar idea.;https://www.bbc.co.uk/news/business-51051257;(2020, 1, 10);(0, 3, 24);Fri, 10 Jan 2020 00:03:24 GMT;ce4060b88dff0ed7803632be02d46bf2;;;
x;149;Brexit: There will be no automatic deportation for EU citizens - Verhofstadt. The European Parliament's Brexit co-ordinator says he has received assurances from the UK government.;BBC News - UK Politics;Brexit: There will be no automatic deportation for EU citizens - Verhofstadt;The European Parliament's Brexit co-ordinator says he has received assurances from the UK government.;https://www.bbc.co.uk/news/uk-politics-51146992;(2020, 1, 17);(10, 20, 51);Fri, 17 Jan 2020 10:20:51 GMT;7a0c478eb53827484f5398e1cf267515;;;
;150;Labour leadership: Long-Bailey and Thornberry launch campaigns. The Labour MPs set out their pitches, as they and other contenders prepare for the first hustings.;BBC News - UK Politics;Labour leadership: Long-Bailey and Thornberry launch campaigns;The Labour MPs set out their pitches, as they and other contenders prepare for the first hustings.;https://www.bbc.co.uk/news/uk-politics-51146991;(2020, 1, 17);(11, 29, 40);Fri, 17 Jan 2020 11:29:40 GMT;c405d5763ff973e2471611a6c2fe84e1;;;
;151;Brexit relationship: EU reveals clues ahead of talks with UK. Presentation slides published online give an insight into how the future relationship might pan out.;BBC News - UK Politics;Brexit relationship: EU reveals clues ahead of talks with UK;Presentation slides published online give an insight into how the future relationship might pan out.;https://www.bbc.co.uk/news/world-europe-51133846;(2020, 1, 17);(2, 49, 30);Fri, 17 Jan 2020 02:49:30 GMT;80399de0dc0ed6465f13022726d41b60;;;
;152;Climate change: Citizens' jury prepares to tackle climate change. UK panel will tackle some of the dilemmas around global warming.;BBC News - UK Politics;Climate change: Citizens' jury prepares to tackle climate change;UK panel will tackle some of the dilemmas around global warming.;https://www.bbc.co.uk/news/science-environment-51111796;(2020, 1, 17);(1, 23, 19);Fri, 17 Jan 2020 01:23:19 GMT;09cbd95286a4054106ea706ac08e8f61;;;
;153;"Labour leadership: Don't just blame 2019 campaign, Starmer warns. The leadership hopeful tells the BBC's Laura Kuenssberg he can restore trust in Labour as a ""force for good"".";BBC News - UK Politics;Labour leadership: Don't just blame 2019 campaign, Starmer warns;"The leadership hopeful tells the BBC's Laura Kuenssberg he can restore trust in Labour as a ""force for good"".";https://www.bbc.co.uk/news/uk-politics-51139619;(2020, 1, 16);(21, 16, 20);Thu, 16 Jan 2020 21:16:20 GMT;4d58638399065ea15368181aad11bc9b;;;
;154;Stormont finance packages keeps NI in 'austerity trap', says Murphy. The Westminster government is to give the NI Executive an extra £1bn to support the Stormont deal.;BBC News - UK Politics;Stormont finance packages keeps NI in 'austerity trap', says Murphy;The Westminster government is to give the NI Executive an extra £1bn to support the Stormont deal.;https://www.bbc.co.uk/news/uk-northern-ireland-51132269;(2020, 1, 16);(19, 38, 33);Thu, 16 Jan 2020 19:38:33 GMT;2e4a2f798a59562e244c17fdca80ad00;;;
;155;"Scottish independence: Labour candidate Lisa Nandy criticised for Catalonia remarks. Lisa Nandy claims that the UK should ""look to Catalonia"" for lessons on how to defeat Scottish nationalism.";BBC News - UK Politics;Scottish independence: Labour candidate Lisa Nandy criticised for Catalonia remarks;"Lisa Nandy claims that the UK should ""look to Catalonia"" for lessons on how to defeat Scottish nationalism.";https://www.bbc.co.uk/news/uk-scotland-scotland-politics-51139519;(2020, 1, 16);(16, 58, 24);Thu, 16 Jan 2020 16:58:24 GMT;0bd23a06bdd2e8d98382b600aaddb57c;;;
;156;"Flybe boss says government loan is not a bailout. However the airline is ""in conversation"" with the government over a loan, Mark Anderson has confirmed.";BBC News - UK Politics;Flybe boss says government loan is not a bailout;"However the airline is ""in conversation"" with the government over a loan, Mark Anderson has confirmed.";https://www.bbc.co.uk/news/business-51140977;(2020, 1, 16);(21, 24, 14);Thu, 16 Jan 2020 21:24:14 GMT;6ea5856e130bdb487916200aaed08e5c;;;
;157;Income tax cut and new property levy suggested by Adam Price. Party leader Adam Price says council tax could be scrapped if it formed the next Welsh Government.;BBC News - UK Politics;Income tax cut and new property levy suggested by Adam Price;Party leader Adam Price says council tax could be scrapped if it formed the next Welsh Government.;https://www.bbc.co.uk/news/uk-wales-politics-51140739;(2020, 1, 16);(17, 9, 34);Thu, 16 Jan 2020 17:09:34 GMT;45034eb5974e974de05137b3bd322e8d;;;
x;158;Plan to regulate 'wild west' beauty filler industry. A new licensing scheme will target non-healthcare professionals who carry out work such as lip enhancements.;BBC News - UK Politics;Plan to regulate 'wild west' beauty filler industry;A new licensing scheme will target non-healthcare professionals who carry out work such as lip enhancements.;https://www.bbc.co.uk/news/uk-scotland-51140830;(2020, 1, 17);(10, 55, 6);Fri, 17 Jan 2020 10:55:06 GMT;2e690644da73e52430fb680e317b1d11;;;
;159;"Labour leadership: Momentum group backs Rebecca Long-Bailey. The pro-Corbyn group promises to ""mobilise thousands"" behind the shadow business secretary.";BBC News - UK Politics;Labour leadership: Momentum group backs Rebecca Long-Bailey;"The pro-Corbyn group promises to ""mobilise thousands"" behind the shadow business secretary.";https://www.bbc.co.uk/news/uk-politics-51140071;(2020, 1, 16);(18, 1, 19);Thu, 16 Jan 2020 18:01:19 GMT;e76ea945867563d19b9036abfadf058c;;;
;160;EU flag to be taken down at Holyrood after Brexit. The EU flag will be lowered at Holyrood on 31 January despite an SNP MSP's campaign to keep it up.;BBC News - UK Politics;EU flag to be taken down at Holyrood after Brexit;The EU flag will be lowered at Holyrood on 31 January despite an SNP MSP's campaign to keep it up.;https://www.bbc.co.uk/news/uk-scotland-scotland-politics-51136471;(2020, 1, 16);(17, 29, 10);Thu, 16 Jan 2020 17:29:10 GMT;84c6b5f5b54c8399c66c690a3b1b0ef1;;;
;161;Brexit: Fundraising appeal launched for Big Ben chimes. A crowdfunding project aims to raise £500,000 by the weekend to pay for the bell to ring on 31 January.;BBC News - UK Politics;Brexit: Fundraising appeal launched for Big Ben chimes;A crowdfunding project aims to raise £500,000 by the weekend to pay for the bell to ring on 31 January.;https://www.bbc.co.uk/news/uk-politics-51133614;(2020, 1, 16);(16, 28, 25);Thu, 16 Jan 2020 16:28:25 GMT;13d9a61c9d8d646fe5289c319542e5ad;;;
;162;Grenfell Tower Inquiry: Families raise conflict of interest concerns with PM. Bereaved families tell the PM they are worried about a panel member who has links to a cladding firm.;BBC News - UK Politics;Grenfell Tower Inquiry: Families raise conflict of interest concerns with PM;Bereaved families tell the PM they are worried about a panel member who has links to a cladding firm.;https://www.bbc.co.uk/news/uk-51142585;(2020, 1, 16);(22, 21, 6);Thu, 16 Jan 2020 22:21:06 GMT;eb0f493504ae985e9ef56ebec6f67281;;;
;163;Leakers: you're out. Ambitious MPs looking to prosper should think twice before leaking stories and soundbites.;BBC News - UK Politics;Leakers: you're out;Ambitious MPs looking to prosper should think twice before leaking stories and soundbites.;https://www.bbc.co.uk/news/uk-politics-51133685;(2020, 1, 16);(16, 19, 29);Thu, 16 Jan 2020 16:19:29 GMT;0c1fa1da6a3284fb3d3dc276323cbaf1;;;
;164;TV cameras to be allowed in Crown Courts in England and Wales. Judges' sentencing remarks in high-profile criminal cases in England and Wales are to be filmed.;BBC News - UK Politics;TV cameras to be allowed in Crown Courts in England and Wales;Judges' sentencing remarks in high-profile criminal cases in England and Wales are to be filmed.;https://www.bbc.co.uk/news/uk-51110206;(2020, 1, 16);(11, 54, 10);Thu, 16 Jan 2020 11:54:10 GMT;363fc0de69d6196762134df89d374b44;;;
;165;Agriculture Bill: Soil at heart of UK farm grant revolution. Soil protection will be a core issue as the Agriculture Bill returns to Parliament later.;BBC News - UK Politics;Agriculture Bill: Soil at heart of UK farm grant revolution;Soil protection will be a core issue as the Agriculture Bill returns to Parliament later.;https://www.bbc.co.uk/news/science-environment-51128709;(2020, 1, 16);(0, 6, 45);Thu, 16 Jan 2020 00:06:45 GMT;e675e61b26ebe3ed08c92df71f115a56;;;
;166;"Health secretary hints at end to four-hour A&E target. Matt Hancock tells BBC Radio 5 Live the government should be judged on ""the right target"".";BBC News - UK Politics;Health secretary hints at end to four-hour A&E target;"Matt Hancock tells BBC Radio 5 Live the government should be judged on ""the right target"".";https://www.bbc.co.uk/news/uk-politics-51122799;(2020, 1, 15);(15, 20, 9);Wed, 15 Jan 2020 15:20:09 GMT;0cb1bbb217cacb7bf0e5d62a835225e7;;;
;167;Leo Varadkar calls for 'level playing field' on Brexit negotiations. The taoiseach held a press conference with European Commission president Ursula von der Leyen in Dublin.;BBC News - UK Politics;Leo Varadkar calls for 'level playing field' on Brexit negotiations;The taoiseach held a press conference with European Commission president Ursula von der Leyen in Dublin.;https://www.bbc.co.uk/news/world-europe-51126354;(2020, 1, 15);(21, 52, 29);Wed, 15 Jan 2020 21:52:29 GMT;0ae0ec6518e7f384711a3db110c30bcc;;;
;168;Labour leadership: Candidates seek union backing in next phase of contest. Lisa Nandy wins the NUM's backing as the candidates seek endorsements from unions and local parties.;BBC News - UK Politics;Labour leadership: Candidates seek union backing in next phase of contest;Lisa Nandy wins the NUM's backing as the candidates seek endorsements from unions and local parties.;https://www.bbc.co.uk/news/uk-politics-51118975;(2020, 1, 15);(19, 56, 36);Wed, 15 Jan 2020 19:56:36 GMT;3b2dbfa0c91fa3c054a2c46c0b4c3a7d;;;
;169;Flybe: Airline and rail rivals attack government rescue. British Airways' owner IAG files a complaint to the EU arguing Flybe's rescue breaks state aid rules.;BBC News - UK Politics;Flybe: Airline and rail rivals attack government rescue;British Airways' owner IAG files a complaint to the EU arguing Flybe's rescue breaks state aid rules.;https://www.bbc.co.uk/news/business-51117885;(2020, 1, 15);(17, 18, 37);Wed, 15 Jan 2020 17:18:37 GMT;c28ff58dd92b7523163473419d400bad;;;
;170;"Brexit: 31 January gathering in London gets go-ahead. Nigel Farage says the Parliament Square party on 31 January will mark a ""big moment"" in UK history.";BBC News - UK Politics;Brexit: 31 January gathering in London gets go-ahead;"Nigel Farage says the Parliament Square party on 31 January will mark a ""big moment"" in UK history.";https://www.bbc.co.uk/news/uk-politics-51118976;(2020, 1, 15);(14, 19, 30);Wed, 15 Jan 2020 14:19:30 GMT;8b0703ae52627672496d60aababad8c5;;;
;171;"Harry Dunn: Family 'devastated' by Boris Johnson's extradition comments. Charlotte Charles, Harry's mum, was ""beside herself"" after hearing the news on her birthday.";BBC News - UK Politics;Harry Dunn: Family 'devastated' by Boris Johnson's extradition comments;"Charlotte Charles, Harry's mum, was ""beside herself"" after hearing the news on her birthday.";https://www.bbc.co.uk/news/uk-england-suffolk-51117457;(2020, 1, 15);(9, 3, 18);Wed, 15 Jan 2020 09:03:18 GMT;b126afc03a31a65284df60929b95a930;;;
;172;Labour leadership: What matters to members?. BBC political editor Laura Kuenssberg speaks to Labour members about what the party needs to do to recover.;BBC News - UK Politics;Labour leadership: What matters to members?;BBC political editor Laura Kuenssberg speaks to Labour members about what the party needs to do to recover.;https://www.bbc.co.uk/news/uk-politics-51123018;(2020, 1, 15);(12, 4, 7);Wed, 15 Jan 2020 12:04:07 GMT;0b1aab40be26cfb317516f82ab3daff2;;;
;173;UK MEPs urge EU to 'learn lessons' of Brexit. Both Leave and Remain backers appeal to the bloc to change as it debates its future in Strasbourg.;BBC News - UK Politics;UK MEPs urge EU to 'learn lessons' of Brexit;Both Leave and Remain backers appeal to the bloc to change as it debates its future in Strasbourg.;https://www.bbc.co.uk/news/uk-politics-51121045;(2020, 1, 15);(12, 1, 51);Wed, 15 Jan 2020 12:01:51 GMT;5d2a451e15a6fdbb4092f20d8bdb18f8;;;
;174;"COP26: Climate summit may cost 'several hundred million pounds'. The UK government shows ""lack of clarity"" on funding the COP26 conference in Glasgow this year.";BBC News - UK Politics;COP26: Climate summit may cost 'several hundred million pounds';"The UK government shows ""lack of clarity"" on funding the COP26 conference in Glasgow this year.";https://www.bbc.co.uk/news/uk-scotland-south-scotland-51112821;(2020, 1, 15);(17, 12, 51);Wed, 15 Jan 2020 17:12:51 GMT;cf43d5066bded219351abdcaa18a3fcc;;;
;175;Former Leicester MP Keith Vaz voted into new constituency role. The former Leicester East MP was voted chairman of the local Labour party with a majority vote.;BBC News - UK Politics;Former Leicester MP Keith Vaz voted into new constituency role;The former Leicester East MP was voted chairman of the local Labour party with a majority vote.;https://www.bbc.co.uk/news/uk-england-leicestershire-51124598;(2020, 1, 15);(19, 43, 34);Wed, 15 Jan 2020 19:43:34 GMT;ee16ba044fd722a8cbf5fc873d7ace64;;;
x;176;"HS2 could threaten irreplaceable natural habitats, report warns. Wildlife group says rare species could be wiped out by rail link and calls for a ""greener"" approach.";BBC News - UK Politics;HS2 could threaten irreplaceable natural habitats, report warns;"Wildlife group says rare species could be wiped out by rail link and calls for a ""greener"" approach.";https://www.bbc.co.uk/news/uk-51115637;(2020, 1, 15);(12, 3, 25);Wed, 15 Jan 2020 12:03:25 GMT;b4da5c2d4c99252e973cbdf31662295d;;;
;177;Stormont to get an extra £1bn from Westminster. The money is on top of a further £1bn added to Stormont's budget as a result of UK spending plans.;BBC News - UK Politics;Stormont to get an extra £1bn from Westminster;The money is on top of a further £1bn added to Stormont's budget as a result of UK spending plans.;https://www.bbc.co.uk/news/uk-northern-ireland-51124621;(2020, 1, 15);(22, 42, 7);Wed, 15 Jan 2020 22:42:07 GMT;bda167442c27aca68849e162260b4a7c;;;
;178;"Jamie Wallis: Bridgend MP 'misled press' over sugar daddy site. Labour MP says Jamie Wallis should apologise for alleged links to “exploitative and demeaning"" site.";BBC News - UK Politics;Jamie Wallis: Bridgend MP 'misled press' over sugar daddy site;"Labour MP says Jamie Wallis should apologise for alleged links to “exploitative and demeaning"" site.";https://www.bbc.co.uk/news/uk-wales-politics-51121235;(2020, 1, 15);(16, 48, 48);Wed, 15 Jan 2020 16:48:48 GMT;81842d3a13c6a6ece0b374b66c0573da;;;
;179;Scottish independence: Johnson rejects Sturgeon's indyref2 demand. Boris Johnson confirms he will not agree to Nicola Sturgeon's request for a second independence referendum.;BBC News - UK Politics;Scottish independence: Johnson rejects Sturgeon's indyref2 demand;Boris Johnson confirms he will not agree to Nicola Sturgeon's request for a second independence referendum.;https://www.bbc.co.uk/news/uk-scotland-scotland-politics-51106796;(2020, 1, 14);(12, 21, 3);Tue, 14 Jan 2020 12:21:03 GMT;76d9dfdd4e65002db7acc1acd3d60529;;;
;180;Victoria Atkins: I have suffered sexual harassment. Home Office Minister Victoria Atkins tells the BBC she has suffered harassment in the workplace.;BBC News - UK Politics;Victoria Atkins: I have suffered sexual harassment;Home Office Minister Victoria Atkins tells the BBC she has suffered harassment in the workplace.;https://www.bbc.co.uk/news/uk-politics-51149621;(2020, 1, 17);(10, 36, 43);Fri, 17 Jan 2020 10:36:43 GMT;c657743d840bb884a6495ccee9dd2723;;;
x;181;"Tice: Big Ben situation is pathetic. Brexit Party MEP Richard Tice says it is ""pathetic"" that Parliament can't get Big Ben to ring on Brexit day.";BBC News - UK Politics;Tice: Big Ben situation is pathetic;"Brexit Party MEP Richard Tice says it is ""pathetic"" that Parliament can't get Big Ben to ring on Brexit day.";https://www.bbc.co.uk/news/uk-politics-51149622;(2020, 1, 17);(10, 38, 31);Fri, 17 Jan 2020 10:38:31 GMT;14b7d3fbfcf79f5169d766c833b40d11;;;
;182;Mistaken identity: 'You called the wrong Robert Shapiro...'. Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.;BBC News - UK Politics;Mistaken identity: 'You called the wrong Robert Shapiro...';Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.;https://www.bbc.co.uk/news/uk-51142491;(2020, 1, 16);(21, 25, 52);Thu, 16 Jan 2020 21:25:52 GMT;33c983b14bd79e113680dbdda08e0512;;;
;183;Keir Starmer: I think I can restore that trust in Labour. Labour leadership candidate Sir Keir Starmer explains why he's the right person for the job.;BBC News - UK Politics;Keir Starmer: I think I can restore that trust in Labour;Labour leadership candidate Sir Keir Starmer explains why he's the right person for the job.;https://www.bbc.co.uk/news/uk-politics-51142450;(2020, 1, 16);(16, 59, 10);Thu, 16 Jan 2020 16:59:10 GMT;744602d41445b3fe7f179e8319e29211;;;
x;184;Lord Dubs warns Johnson not to use child refugees as Brexit 'bargaining chips'. Labour peer Lord Dubs wants to restore a protection to reunite child migrants with their families.;BBC News - UK Politics;Lord Dubs warns Johnson not to use child refugees as Brexit 'bargaining chips';Labour peer Lord Dubs wants to restore a protection to reunite child migrants with their families.;https://www.bbc.co.uk/news/uk-politics-51129720;(2020, 1, 15);(21, 39, 45);Wed, 15 Jan 2020 21:39:45 GMT;2ba4b7ce743ab574e171e7949b308441;;;
;185;Keir Starmer: We've lost four elections in a row. Speaking to the BBC, Labour leadership hopeful Keir Starmer says the party has lost votes in its heartlands.;BBC News - UK Politics;Keir Starmer: We've lost four elections in a row;Speaking to the BBC, Labour leadership hopeful Keir Starmer says the party has lost votes in its heartlands.;https://www.bbc.co.uk/news/uk-politics-51142449;(2020, 1, 16);(16, 59, 7);Thu, 16 Jan 2020 16:59:07 GMT;cf6262cfd6027364a7cd41d00961833a;;;
;186;Labour leadership: Lisa Nandy on student fees, the NHS, Trident and tax. The BBC's Andrew Neil quizzes Lisa Nandy on university tuition fees, Trident and the NHS.;BBC News - UK Politics;Labour leadership: Lisa Nandy on student fees, the NHS, Trident and tax;The BBC's Andrew Neil quizzes Lisa Nandy on university tuition fees, Trident and the NHS.;https://www.bbc.co.uk/news/uk-politics-51124716;(2020, 1, 15);(20, 36, 9);Wed, 15 Jan 2020 20:36:09 GMT;d78136896ceed8217ccc20e08d8d69c9;;;
;187;"Indyref2: What does 'once in a generation' mean?. Boris Johnson keeps saying the 2014 indyref was a ""once in a generation"" event - but what does this mean?";BBC News - UK Politics;Indyref2: What does 'once in a generation' mean?;"Boris Johnson keeps saying the 2014 indyref was a ""once in a generation"" event - but what does this mean?";https://www.bbc.co.uk/news/uk-scotland-scotland-politics-51120175;(2020, 1, 16);(0, 7, 18);Thu, 16 Jan 2020 00:07:18 GMT;3e75e341079258eca3cbad903f062a4c;;;
;188;Boris Johnson: Five crucial policy decisions facing the PM. The fate of HS2, Scotland and social care are some of the issues that could define the PM's tenure.;BBC News - UK Politics;Boris Johnson: Five crucial policy decisions facing the PM;The fate of HS2, Scotland and social care are some of the issues that could define the PM's tenure.;https://www.bbc.co.uk/news/uk-politics-51012378;(2020, 1, 14);(16, 13, 2);Tue, 14 Jan 2020 16:13:02 GMT;39a52b6b64b8653289560f58e1ed421c;;;
;189;Big Ben: Would Brexit bongs cost £500,000?. The House of Commons Commission has been explaining the cost of the Brexit bongs.;BBC News - UK Politics;Big Ben: Would Brexit bongs cost £500,000?;The House of Commons Commission has been explaining the cost of the Brexit bongs.;https://www.bbc.co.uk/news/51107756;(2020, 1, 14);(16, 45, 38);Tue, 14 Jan 2020 16:45:38 GMT;a41651b2ac7e0cfe9a69b5f66960b895;;;
x;190;Rebecca Long-Bailey: What's in a hyphen?. Why Rebecca Long-Bailey's hyphen in her surname has caused some confusion.;BBC News - UK Politics;Rebecca Long-Bailey: What's in a hyphen?;Why Rebecca Long-Bailey's hyphen in her surname has caused some confusion.;https://www.bbc.co.uk/news/uk-51105056;(2020, 1, 15);(15, 9, 47);Wed, 15 Jan 2020 15:09:47 GMT;9486088f226da21474a9fb3c0442f49a;;;
x;191;Brexit: What happens now?. The Brexit bill has passed its first hurdle, with the UK set to leave the EU on 31 January.;BBC News - UK Politics;Brexit: What happens now?;The Brexit bill has passed its first hurdle, with the UK set to leave the EU on 31 January.;https://www.bbc.co.uk/news/uk-politics-46393399;(2020, 1, 16);(18, 10, 56);Thu, 16 Jan 2020 18:10:56 GMT;b72f2b4ea0df9105c6ab12b8b42c2e3d;;;
;192;Stormont deal: The big issues facing Northern Ireland's new ministers. BBC News NI's experts look at the urgent matters facing the ministers on their first day at work.;BBC News - UK Politics;Stormont deal: The big issues facing Northern Ireland's new ministers;BBC News NI's experts look at the urgent matters facing the ministers on their first day at work.;https://www.bbc.co.uk/news/uk-northern-ireland-51082278;(2020, 1, 13);(8, 1, 4);Mon, 13 Jan 2020 08:01:04 GMT;46a5b4559825791401320e4ba1216987;;;
;193;Erasmus: What could happen to scheme after Brexit?. What could Brexit mean for current and future participants in the Erasmus scheme?;BBC News - UK Politics;Erasmus: What could happen to scheme after Brexit?;What could Brexit mean for current and future participants in the Erasmus scheme?;https://www.bbc.co.uk/news/education-47293927;(2020, 1, 9);(15, 53, 35);Thu, 09 Jan 2020 15:53:35 GMT;d6d1c8f00eb2d01d2bd98a90cf8c720d;;;
;194;Stormont talks: What are the key points in the draft deal?. The British and Irish governments published the text of a draft deal on Thursday night;BBC News - UK Politics;Stormont talks: What are the key points in the draft deal?;The British and Irish governments published the text of a draft deal on Thursday night;https://www.bbc.co.uk/news/uk-northern-ireland-51059789;(2020, 1, 10);(8, 8, 43);Fri, 10 Jan 2020 08:08:43 GMT;2b1c00c5c57d82f2307a506eefd4958c;;;
