is_interesting;Spalte1;news;category;title;summary;link;date;time;datetime;ID
;131;Northern England's disused mills 'at risk'. A quarter of northern England's 2,000 disused mills are at risk, says Historic England.;BBC News - Business;Northern England's disused mills 'at risk';A quarter of northern England's 2,000 disused mills are at risk, says Historic England.;https://www.bbc.co.uk/news/business-51051256;(2020, 1, 10);(22, 18, 18);Fri, 10 Jan 2020 22:18:18 GMT;e4942c681ef7b90323e73a6a59376a94
;132;Samira Ahmed case: What is equal pay?. BBC presenter Samira Ahmed won a pay dispute, but what is equal pay?;BBC News - Business;Samira Ahmed case: What is equal pay?;BBC presenter Samira Ahmed won a pay dispute, but what is equal pay?;https://www.bbc.co.uk/news/business-50168817;(2020, 1, 10);(17, 4, 34);Fri, 10 Jan 2020 17:04:34 GMT;4e9e476e91b071225552175c2c975a28
x;133;"Australia fires: Vineyard owner's grief and determination. An Australian vineyard's destruction in bushfires led to anger, tears and new ""faith in humanity"".";BBC News - Business;Australia fires: Vineyard owner's grief and determination;"An Australian vineyard's destruction in bushfires led to anger, tears and new ""faith in humanity"".";https://www.bbc.co.uk/news/business-50979489;(2020, 1, 10);(16, 5, 36);Fri, 10 Jan 2020 16:05:36 GMT;6c1534836b05c8f92bb144d72d270bab
;134;This is what a million pound coin looks like. An extremely rare Edward VIII sovereign has been sold for £1m, the most expensive UK coin ever sold.;BBC News - Business;This is what a million pound coin looks like;An extremely rare Edward VIII sovereign has been sold for £1m, the most expensive UK coin ever sold.;https://www.bbc.co.uk/news/business-51143600;(2020, 1, 17);(0, 13, 32);Fri, 17 Jan 2020 00:13:32 GMT;f68d473205a3fb450d41247ae0997651
x;135;How the dog biscuit became a million dollar idea. The BBC's Aaron Heslehurst explains how the dog biscuit became a million dollar idea.;BBC News - Business;How the dog biscuit became a million dollar idea;The BBC's Aaron Heslehurst explains how the dog biscuit became a million dollar idea.;https://www.bbc.co.uk/news/business-51136289;(2020, 1, 17);(0, 25, 37);Fri, 17 Jan 2020 00:25:37 GMT;11a357f4a038939b0f102ece7d188d77
x;136;Hays Travel: 'We're different to Thomas Cook'. The company has taken over all 550 Thomas Cook stores after the package holiday firm collapsed.;BBC News - Business;Hays Travel: 'We're different to Thomas Cook';The company has taken over all 550 Thomas Cook stores after the package holiday firm collapsed.;https://www.bbc.co.uk/news/business-51139299;(2020, 1, 16);(15, 23, 36);Thu, 16 Jan 2020 15:23:36 GMT;520d916685a1e2d28fa23259721d5ccb
;137;CEO Secrets: Vegan ice cream entrepreneur shares her advice. Cecily Mills explains how moving back to her parents' house provided her business breakthrough.;BBC News - Business;CEO Secrets: Vegan ice cream entrepreneur shares her advice;Cecily Mills explains how moving back to her parents' house provided her business breakthrough.;https://www.bbc.co.uk/news/business-51022884;(2020, 1, 15);(0, 1, 54);Wed, 15 Jan 2020 00:01:54 GMT;ff6ef9ed32856bbfce0711fc04589f35
;138;India's first trans queen: 'Show yourself loud and proud'. Nitasha Biswas won India's first transgender beauty pageant and now campaigns for transgender rights.;BBC News - Business;India's first trans queen: 'Show yourself loud and proud';Nitasha Biswas won India's first transgender beauty pageant and now campaigns for transgender rights.;https://www.bbc.co.uk/news/world-asia-india-51055101;(2020, 1, 11);(0, 14, 55);Sat, 11 Jan 2020 00:14:55 GMT;af8388b5c5cda2ae2e14ff6c51e11bc4
;139;Carlos Ghosn: Did ex-Nissan boss really escape Japan in a box?. The BBC's John Simpson pushes Carlos Ghosn on how he managed to flee to Lebanon.;BBC News - Business;Carlos Ghosn: Did ex-Nissan boss really escape Japan in a box?;The BBC's John Simpson pushes Carlos Ghosn on how he managed to flee to Lebanon.;https://www.bbc.co.uk/news/business-51058749;(2020, 1, 10);(4, 52, 23);Fri, 10 Jan 2020 04:52:23 GMT;27c88e2797bab4d4197d2dbac56e8875
;140;How the executive toy became a million dollar idea. Aaron Heslehurst explains how the executive toy became a million dollar idea.;BBC News - Business;How the executive toy became a million dollar idea;Aaron Heslehurst explains how the executive toy became a million dollar idea.;https://www.bbc.co.uk/news/business-51051257;(2020, 1, 10);(0, 3, 24);Fri, 10 Jan 2020 00:03:24 GMT;ce4060b88dff0ed7803632be02d46bf2
x;141;Brexit: There will be no automatic deportation for EU citizens - No 10. So far more than 2.7 million EU citizens have applied for settled status after Brexit in the UK.;BBC News - UK Politics;Brexit: There will be no automatic deportation for EU citizens - No 10;So far more than 2.7 million EU citizens have applied for settled status after Brexit in the UK.;https://www.bbc.co.uk/news/uk-politics-51146992;(2020, 1, 17);(12, 53, 43);Fri, 17 Jan 2020 12:53:43 GMT;d3d95ecdb98aec1a3a4fbde61c946b0b
;142;"Labour leadership: Rebecca Long-Bailey pledges to return power to voters. The Labour MP sets out her pitch for Labour leadership, promising a ""shake up"" of government if elected.";BBC News - UK Politics;Labour leadership: Rebecca Long-Bailey pledges to return power to voters;"The Labour MP sets out her pitch for Labour leadership, promising a ""shake up"" of government if elected.";https://www.bbc.co.uk/news/uk-politics-51146991;(2020, 1, 17);(20, 49, 16);Fri, 17 Jan 2020 20:49:16 GMT;64de1a078724fb2c29609ad137bbd69a
;143;"I have suffered sexual harassment, says minister Victoria Atkins. Equalities minister Victoria Atkins says ""common sense"" is needed to determine what counts as harassment.";BBC News - UK Politics;I have suffered sexual harassment, says minister Victoria Atkins;"Equalities minister Victoria Atkins says ""common sense"" is needed to determine what counts as harassment.";https://www.bbc.co.uk/news/uk-politics-51152419;(2020, 1, 17);(15, 1, 24);Fri, 17 Jan 2020 15:01:24 GMT;7b49570380cebde70be58c681c5a15e6
;144;Brexit relationship: EU reveals clues ahead of talks with UK. Presentation slides published online give an insight into how the future relationship might pan out.;BBC News - UK Politics;Brexit relationship: EU reveals clues ahead of talks with UK;Presentation slides published online give an insight into how the future relationship might pan out.;https://www.bbc.co.uk/news/world-europe-51133846;(2020, 1, 17);(2, 49, 30);Fri, 17 Jan 2020 02:49:30 GMT;80399de0dc0ed6465f13022726d41b60
x;145;"Labour leadership: Long-Bailey against abortion after 24 weeks on disability grounds. The Labour leadership contender ""supports women’s right to choose"" but disagrees with the current law.";BBC News - UK Politics;Labour leadership: Long-Bailey against abortion after 24 weeks on disability grounds;"The Labour leadership contender ""supports women’s right to choose"" but disagrees with the current law.";https://www.bbc.co.uk/news/uk-politics-51149511;(2020, 1, 17);(17, 32, 40);Fri, 17 Jan 2020 17:32:40 GMT;5de2aaa90c5d4c7276804abfd8958883
;146;Brexit: Big Ben fundraiser given £50,000. Millionaire businessman Arron Banks donates, but MPs question whether the bell can toll on 31 January.;BBC News - UK Politics;Brexit: Big Ben fundraiser given £50,000;Millionaire businessman Arron Banks donates, but MPs question whether the bell can toll on 31 January.;https://www.bbc.co.uk/news/uk-politics-51149531;(2020, 1, 17);(16, 45, 22);Fri, 17 Jan 2020 16:45:22 GMT;ce919caf1b9305a9229d481c8b5bde85
;147;Climate change: Citizens' assembly prepares to tackle climate change. UK panel will tackle some of the dilemmas around global warming.;BBC News - UK Politics;Climate change: Citizens' assembly prepares to tackle climate change;UK panel will tackle some of the dilemmas around global warming.;https://www.bbc.co.uk/news/science-environment-51111796;(2020, 1, 17);(1, 23, 19);Fri, 17 Jan 2020 01:23:19 GMT;882c1d32aab9a66386d9c85b8e87a9c8
;148;Owen Jones: Journalist attacked because of sexuality and political views. A judge rules Guardian columnist Owen Jones was targeted due to his sexuality and political views.;BBC News - UK Politics;Owen Jones: Journalist attacked because of sexuality and political views;A judge rules Guardian columnist Owen Jones was targeted due to his sexuality and political views.;https://www.bbc.co.uk/news/uk-england-london-51150517;(2020, 1, 17);(19, 52, 56);Fri, 17 Jan 2020 19:52:56 GMT;478cd1ffb4f767b6f98380225d333842
;149;Stormont finance packages keeps NI in 'austerity trap', says Murphy. The Westminster government is to give the NI Executive an extra £1bn to support the Stormont deal.;BBC News - UK Politics;Stormont finance packages keeps NI in 'austerity trap', says Murphy;The Westminster government is to give the NI Executive an extra £1bn to support the Stormont deal.;https://www.bbc.co.uk/news/uk-northern-ireland-51132269;(2020, 1, 16);(19, 38, 33);Thu, 16 Jan 2020 19:38:33 GMT;2e4a2f798a59562e244c17fdca80ad00
;150;"Labour leadership: Don't just blame 2019 campaign, Starmer warns. The leadership hopeful tells the BBC's Laura Kuenssberg he can restore trust in Labour as a ""force for good"".";BBC News - UK Politics;Labour leadership: Don't just blame 2019 campaign, Starmer warns;"The leadership hopeful tells the BBC's Laura Kuenssberg he can restore trust in Labour as a ""force for good"".";https://www.bbc.co.uk/news/uk-politics-51139619;(2020, 1, 16);(21, 16, 20);Thu, 16 Jan 2020 21:16:20 GMT;4d58638399065ea15368181aad11bc9b
;151;"Scottish independence: Labour candidate Lisa Nandy criticised for Catalonia remarks. Lisa Nandy claims that the UK should ""look to Catalonia"" for lessons on how to defeat Scottish nationalism.";BBC News - UK Politics;Scottish independence: Labour candidate Lisa Nandy criticised for Catalonia remarks;"Lisa Nandy claims that the UK should ""look to Catalonia"" for lessons on how to defeat Scottish nationalism.";https://www.bbc.co.uk/news/uk-scotland-scotland-politics-51139519;(2020, 1, 16);(16, 58, 24);Thu, 16 Jan 2020 16:58:24 GMT;0bd23a06bdd2e8d98382b600aaddb57c
;152;"Flybe boss says government loan is not a bailout. However the airline is ""in conversation"" with the government over a loan, Mark Anderson has confirmed.";BBC News - UK Politics;Flybe boss says government loan is not a bailout;"However the airline is ""in conversation"" with the government over a loan, Mark Anderson has confirmed.";https://www.bbc.co.uk/news/business-51140977;(2020, 1, 16);(21, 24, 14);Thu, 16 Jan 2020 21:24:14 GMT;6ea5856e130bdb487916200aaed08e5c
;153;Leakers: you're out. Ambitious MPs looking to prosper should think twice before leaking stories and soundbites.;BBC News - UK Politics;Leakers: you're out;Ambitious MPs looking to prosper should think twice before leaking stories and soundbites.;https://www.bbc.co.uk/news/uk-politics-51133685;(2020, 1, 16);(16, 19, 29);Thu, 16 Jan 2020 16:19:29 GMT;0c1fa1da6a3284fb3d3dc276323cbaf1
x;154;TV cameras to be allowed in Crown Courts in England and Wales. Judges' sentencing remarks in high-profile criminal cases in England and Wales are to be filmed.;BBC News - UK Politics;TV cameras to be allowed in Crown Courts in England and Wales;Judges' sentencing remarks in high-profile criminal cases in England and Wales are to be filmed.;https://www.bbc.co.uk/news/uk-51110206;(2020, 1, 16);(11, 54, 10);Thu, 16 Jan 2020 11:54:10 GMT;363fc0de69d6196762134df89d374b44
x;155;In full: Sir Keir Starmer interview. Sir Keir Starmer speaks to the BBC's Laura Kuenssberg as the Labour leadership race continues.;BBC News - UK Politics;In full: Sir Keir Starmer interview;Sir Keir Starmer speaks to the BBC's Laura Kuenssberg as the Labour leadership race continues.;https://www.bbc.co.uk/news/uk-politics-51149625;(2020, 1, 17);(14, 37, 50);Fri, 17 Jan 2020 14:37:50 GMT;7c4474eea32b81b1944adb2d0aaa6649
;156;"Tice: Big Ben situation is pathetic. Brexit Party MEP Richard Tice says it is ""pathetic"" that Parliament can't get Big Ben to ring on Brexit day.";BBC News - UK Politics;Tice: Big Ben situation is pathetic;"Brexit Party MEP Richard Tice says it is ""pathetic"" that Parliament can't get Big Ben to ring on Brexit day.";https://www.bbc.co.uk/news/uk-politics-51149622;(2020, 1, 17);(10, 38, 31);Fri, 17 Jan 2020 10:38:31 GMT;14b7d3fbfcf79f5169d766c833b40d11
;157;Mistaken identity: 'You called the wrong Robert Shapiro...'. Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.;BBC News - UK Politics;Mistaken identity: 'You called the wrong Robert Shapiro...';Presenter Evan Davis said it was the worst mistake since he joined Radio 4's PM programme.;https://www.bbc.co.uk/news/uk-51142491;(2020, 1, 16);(21, 25, 52);Thu, 16 Jan 2020 21:25:52 GMT;33c983b14bd79e113680dbdda08e0512
;158;Lord Dubs warns Johnson not to use child refugees as Brexit 'bargaining chips'. Labour peer Lord Dubs wants to restore a protection to reunite child migrants with their families.;BBC News - UK Politics;Lord Dubs warns Johnson not to use child refugees as Brexit 'bargaining chips';Labour peer Lord Dubs wants to restore a protection to reunite child migrants with their families.;https://www.bbc.co.uk/news/uk-politics-51129720;(2020, 1, 15);(21, 39, 45);Wed, 15 Jan 2020 21:39:45 GMT;2ba4b7ce743ab574e171e7949b308441
;159;Keir Starmer: I think I can restore that trust in Labour. Labour leadership candidate Sir Keir Starmer explains why he's the right person for the job.;BBC News - UK Politics;Keir Starmer: I think I can restore that trust in Labour;Labour leadership candidate Sir Keir Starmer explains why he's the right person for the job.;https://www.bbc.co.uk/news/uk-politics-51142450;(2020, 1, 16);(16, 59, 10);Thu, 16 Jan 2020 16:59:10 GMT;744602d41445b3fe7f179e8319e29211
x;160;Keir Starmer: We've lost four elections in a row. Speaking to the BBC, Labour leadership hopeful Keir Starmer says the party has lost votes in its heartlands.;BBC News - UK Politics;Keir Starmer: We've lost four elections in a row;Speaking to the BBC, Labour leadership hopeful Keir Starmer says the party has lost votes in its heartlands.;https://www.bbc.co.uk/news/uk-politics-51142449;(2020, 1, 16);(16, 59, 7);Thu, 16 Jan 2020 16:59:07 GMT;cf6262cfd6027364a7cd41d00961833a
x;161;Labour leadership: Lisa Nandy on student fees, the NHS, Trident and tax. The BBC's Andrew Neil quizzes Lisa Nandy on university tuition fees, Trident and the NHS.;BBC News - UK Politics;Labour leadership: Lisa Nandy on student fees, the NHS, Trident and tax;The BBC's Andrew Neil quizzes Lisa Nandy on university tuition fees, Trident and the NHS.;https://www.bbc.co.uk/news/uk-politics-51124716;(2020, 1, 15);(20, 36, 9);Wed, 15 Jan 2020 20:36:09 GMT;d78136896ceed8217ccc20e08d8d69c9
;162;"Indyref2: What does 'once in a generation' mean?. Boris Johnson keeps saying the 2014 indyref was a ""once in a generation"" event - but what does this mean?";BBC News - UK Politics;Indyref2: What does 'once in a generation' mean?;"Boris Johnson keeps saying the 2014 indyref was a ""once in a generation"" event - but what does this mean?";https://www.bbc.co.uk/news/uk-scotland-scotland-politics-51120175;(2020, 1, 16);(0, 7, 18);Thu, 16 Jan 2020 00:07:18 GMT;3e75e341079258eca3cbad903f062a4c
x;163;Boris Johnson: Five crucial policy decisions facing the PM. The fate of HS2, Scotland and social care are some of the issues that could define the PM's tenure.;BBC News - UK Politics;Boris Johnson: Five crucial policy decisions facing the PM;The fate of HS2, Scotland and social care are some of the issues that could define the PM's tenure.;https://www.bbc.co.uk/news/uk-politics-51012378;(2020, 1, 14);(16, 13, 2);Tue, 14 Jan 2020 16:13:02 GMT;39a52b6b64b8653289560f58e1ed421c
x;164;Big Ben: Would Brexit bongs cost £500,000?. The House of Commons Commission has been explaining the cost of the Brexit bongs.;BBC News - UK Politics;Big Ben: Would Brexit bongs cost £500,000?;The House of Commons Commission has been explaining the cost of the Brexit bongs.;https://www.bbc.co.uk/news/51107756;(2020, 1, 17);(16, 52, 2);Fri, 17 Jan 2020 16:52:02 GMT;a41651b2ac7e0cfe9a69b5f66960b895
;165;Rebecca Long-Bailey: What's in a hyphen?. Why Rebecca Long-Bailey's hyphen in her surname has caused some confusion.;BBC News - UK Politics;Rebecca Long-Bailey: What's in a hyphen?;Why Rebecca Long-Bailey's hyphen in her surname has caused some confusion.;https://www.bbc.co.uk/news/uk-51105056;(2020, 1, 15);(15, 9, 47);Wed, 15 Jan 2020 15:09:47 GMT;9486088f226da21474a9fb3c0442f49a
x;166;Brexit: What happens now?. The Brexit bill has passed its first hurdle, with the UK set to leave the EU on 31 January.;BBC News - UK Politics;Brexit: What happens now?;The Brexit bill has passed its first hurdle, with the UK set to leave the EU on 31 January.;https://www.bbc.co.uk/news/uk-politics-46393399;(2020, 1, 16);(18, 10, 56);Thu, 16 Jan 2020 18:10:56 GMT;b72f2b4ea0df9105c6ab12b8b42c2e3d
;167;Stormont deal: The big issues facing Northern Ireland's new ministers. BBC News NI's experts look at the urgent matters facing the ministers on their first day at work.;BBC News - UK Politics;Stormont deal: The big issues facing Northern Ireland's new ministers;BBC News NI's experts look at the urgent matters facing the ministers on their first day at work.;https://www.bbc.co.uk/news/uk-northern-ireland-51082278;(2020, 1, 13);(8, 1, 4);Mon, 13 Jan 2020 08:01:04 GMT;46a5b4559825791401320e4ba1216987
;168;Erasmus: What could happen to scheme after Brexit?. What could Brexit mean for current and future participants in the Erasmus scheme?;BBC News - UK Politics;Erasmus: What could happen to scheme after Brexit?;What could Brexit mean for current and future participants in the Erasmus scheme?;https://www.bbc.co.uk/news/education-47293927;(2020, 1, 9);(15, 53, 35);Thu, 09 Jan 2020 15:53:35 GMT;d6d1c8f00eb2d01d2bd98a90cf8c720d
;169;Stormont talks: What are the key points in the draft deal?. The British and Irish governments published the text of a draft deal on Thursday night;BBC News - UK Politics;Stormont talks: What are the key points in the draft deal?;The British and Irish governments published the text of a draft deal on Thursday night;https://www.bbc.co.uk/news/uk-northern-ireland-51059789;(2020, 1, 10);(8, 8, 43);Fri, 10 Jan 2020 08:08:43 GMT;2b1c00c5c57d82f2307a506eefd4958c
;170;Civil service: Is Dominic Cummings right about turnover?. Dominic Cummings says there is too much switching in the civil service. Is he right?;BBC News - UK Politics;Civil service: Is Dominic Cummings right about turnover?;Dominic Cummings says there is too much switching in the civil service. Is he right?;https://www.bbc.co.uk/news/business-50982413;(2020, 1, 3);(16, 56, 12);Fri, 03 Jan 2020 16:56:12 GMT;ff6440526a274f14a7a4fdff49628164
x;171;What 2020 holds for Scottish politics. After a tumultuous 2019, what does the new year have in prospect for Scottish politics?;BBC News - UK Politics;What 2020 holds for Scottish politics;After a tumultuous 2019, what does the new year have in prospect for Scottish politics?;https://www.bbc.co.uk/news/uk-scotland-scotland-politics-50852115;(2020, 1, 7);(0, 55, 44);Tue, 07 Jan 2020 00:55:44 GMT;005503512f38f130303cb133d656203b
;172;State papers: New light on Major, Trimble and peace process. Files show the efforts of John Major to persuade David Trimble about the new chair of all-party talks.;BBC News - UK Politics;State papers: New light on Major, Trimble and peace process;Files show the efforts of John Major to persuade David Trimble about the new chair of all-party talks.;https://www.bbc.co.uk/news/uk-northern-ireland-50919057;(2019, 12, 30);(7, 14, 39);Mon, 30 Dec 2019 07:14:39 GMT;bcb882ac5ba92317538064cc66efecfb
x;173;General election 2019: Ten lesser-known MPs to keep an eye on. Here are some of the MPs who could exert influence in the newly elected House of Commons.;BBC News - UK Politics;General election 2019: Ten lesser-known MPs to keep an eye on;Here are some of the MPs who could exert influence in the newly elected House of Commons.;https://www.bbc.co.uk/news/election-2019-50786212;(2019, 12, 15);(1, 5, 33);Sun, 15 Dec 2019 01:05:33 GMT;5391b273cd9fc87cb2667ef0ed921fed
;174;Queen's Speech: Plenty of pomp in dressed-down ceremony. The Queen sets out the government's plans in a ceremony rich with tradition.;BBC News - UK Politics;Queen's Speech: Plenty of pomp in dressed-down ceremony;The Queen sets out the government's plans in a ceremony rich with tradition.;https://www.bbc.co.uk/news/uk-politics-50855269;(2019, 12, 19);(16, 0, 24);Thu, 19 Dec 2019 16:00:24 GMT;ad005d54f9e922f3016a7a30fc477fad
;175;Queen's Speech: Our experts react to the government's plans. The BBC's experts give their analysis of what the government is, and isn't, planning for the next year.;BBC News - UK Politics;Queen's Speech: Our experts react to the government's plans;The BBC's experts give their analysis of what the government is, and isn't, planning for the next year.;https://www.bbc.co.uk/news/uk-politics-50855289;(2019, 12, 19);(17, 0, 22);Thu, 19 Dec 2019 17:00:22 GMT;d419493d8eef22331c877c5cd85676df
x;176;Queen's Speech: What is it and why is it important?. The Queen's Speech will be the second in two months.;BBC News - UK Politics;Queen's Speech: What is it and why is it important?;The Queen's Speech will be the second in two months.;https://www.bbc.co.uk/news/uk-politics-32816450;(2019, 12, 16);(14, 9, 11);Mon, 16 Dec 2019 14:09:11 GMT;a59bf040343e7f6a6232dddac5255b27
x;177;Brexit and the Queen's Speech. The newly formed government has set out the laws it plans to pass over the coming Parliament.;BBC News - UK Politics;Brexit and the Queen's Speech;The newly formed government has set out the laws it plans to pass over the coming Parliament.;https://www.bbc.co.uk/news/50855549;(2019, 12, 19);(16, 18, 42);Thu, 19 Dec 2019 16:18:42 GMT;9b556453d59244cdb8245c3d0c19cfe4
;178;Pramila Le Hunte: 'I tried to be the first female British Asian Tory MP'. Winning as a Tory in Birmingham Ladywood in 1983 was going to be tough, but Pramila Le Hunte gave it her best shot.;BBC News - UK Politics;Pramila Le Hunte: 'I tried to be the first female British Asian Tory MP';Winning as a Tory in Birmingham Ladywood in 1983 was going to be tough, but Pramila Le Hunte gave it her best shot.;https://www.bbc.co.uk/news/stories-50810986;(2019, 12, 18);(1, 50, 58);Wed, 18 Dec 2019 01:50:58 GMT;b47db1e9397ee1b9aba090b7a27fb9ec
x;179;Brexit: What would no-trade-deal mean for NI?. BBC News NI's Economics and Business Editor breaks down the implications of a no-trade-deal Brexit.;BBC News - UK Politics;Brexit: What would no-trade-deal mean for NI?;BBC News NI's Economics and Business Editor breaks down the implications of a no-trade-deal Brexit.;https://www.bbc.co.uk/news/uk-northern-ireland-50823494;(2019, 12, 18);(6, 20, 8);Wed, 18 Dec 2019 06:20:08 GMT;3e45b8e9e6d5810f8000940737cd57d9
;180;The nerves and excitement of an MP's first day. New MPs talk about the pressure they face and the hopes they share as they start new jobs in Westminster.;BBC News - UK Politics;The nerves and excitement of an MP's first day;New MPs talk about the pressure they face and the hopes they share as they start new jobs in Westminster.;https://www.bbc.co.uk/news/election-2019-50811186;(2019, 12, 17);(8, 16, 3);Tue, 17 Dec 2019 08:16:03 GMT;b1bacdca41cdd8843e22be2ce94db85a
;181;Six charts on Britain's most diverse Parliament. BBC analysis of gender, race and sexuality shows that the 2019 intake is set to be the most diverse yet.;BBC News - UK Politics;Six charts on Britain's most diverse Parliament;BBC analysis of gender, race and sexuality shows that the 2019 intake is set to be the most diverse yet.;https://www.bbc.co.uk/news/election-2019-50808536;(2019, 12, 17);(14, 13, 46);Tue, 17 Dec 2019 14:13:46 GMT;903d48ecddfc5e2ba645923c9b320bc4
;182;Nadia Whittome: Youngest MP had been looking for temp work. New Nottingham East MP Nadia Whittome is the Baby of the House at 23.;BBC News - UK Politics;Nadia Whittome: Youngest MP had been looking for temp work;New Nottingham East MP Nadia Whittome is the Baby of the House at 23.;https://www.bbc.co.uk/news/uk-england-nottinghamshire-50808347;(2019, 12, 16);(15, 35, 34);Mon, 16 Dec 2019 15:35:34 GMT;fe92832df7254bcdf7fc8ab624972817
;183;"General election 2019: Leigh's voters on 'fantastic' seismic shift. Voters in Leigh are happy to have a Tory MP and are ""hoping that there's going to be a big change"".";BBC News - UK Politics;General election 2019: Leigh's voters on 'fantastic' seismic shift;"Voters in Leigh are happy to have a Tory MP and are ""hoping that there's going to be a big change"".";https://www.bbc.co.uk/news/election-2019-50781738;(2019, 12, 13);(13, 16, 5);Fri, 13 Dec 2019 13:16:05 GMT;7a167bd7b58440581fd73a7e336febb1
;184;Social media data needed for 'harm' research, say doctors. Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;BBC News - Health;Social media data needed for 'harm' research, say doctors;Understanding usage by children is key to studying potential harms and benefits, psychiatrists say.;https://www.bbc.co.uk/news/health-51134545;(2020, 1, 17);(11, 35, 18);Fri, 17 Jan 2020 11:35:18 GMT;90ff1928e913774b4dddc8d46647b460
;185;Susan Warby death: Whistleblower letter to husband 'revealed blunders'. The hospital reportedly demanded fingerprints and samples of handwriting to find the whistleblower.;BBC News - Health;Susan Warby death: Whistleblower letter to husband 'revealed blunders';The hospital reportedly demanded fingerprints and samples of handwriting to find the whistleblower.;https://www.bbc.co.uk/news/uk-england-suffolk-51147940;(2020, 1, 17);(15, 45, 13);Fri, 17 Jan 2020 15:45:13 GMT;0d4672e62df468fd908b194960a9ddc3
;186;Stroke consultant shortage 'hurtling towards crisis'. Some 48% of hospitals in England, Wales and Northern Ireland do not have the staff they need, figures suggest.;BBC News - Health;Stroke consultant shortage 'hurtling towards crisis';Some 48% of hospitals in England, Wales and Northern Ireland do not have the staff they need, figures suggest.;https://www.bbc.co.uk/news/health-51006764;(2020, 1, 17);(2, 4, 17);Fri, 17 Jan 2020 02:04:17 GMT;9beeefff27ac35cf741ad0e42d54d8bf
;187;'Alarming' one in five deaths due to sepsis. The most detailed study of sepsis shows it is a much bigger problem than previously thought.;BBC News - Health;'Alarming' one in five deaths due to sepsis;The most detailed study of sepsis shows it is a much bigger problem than previously thought.;https://www.bbc.co.uk/news/health-51138859;(2020, 1, 16);(17, 7, 45);Thu, 16 Jan 2020 17:07:45 GMT;9b4e5e370613b08721494a5692bfc8ec
;188;"Fundraising to communicate with our daughter. Provision of sign language courses for parents of deaf children is found to be ""patchy"".";BBC News - Health;Fundraising to communicate with our daughter;"Provision of sign language courses for parents of deaf children is found to be ""patchy"".";https://www.bbc.co.uk/news/uk-wales-51137810;(2020, 1, 17);(0, 3, 45);Fri, 17 Jan 2020 00:03:45 GMT;e90bcd73d9a0731ad7f33b1d6f8a1597
x;189;Scotland bid to regulate beauty filler industry. A new licensing scheme will target non-healthcare professionals who carry out work such as lip enhancements.;BBC News - Health;Scotland bid to regulate beauty filler industry;A new licensing scheme will target non-healthcare professionals who carry out work such as lip enhancements.;https://www.bbc.co.uk/news/uk-scotland-51140830;(2020, 1, 17);(17, 48, 21);Fri, 17 Jan 2020 17:48:21 GMT;fb9e57264bb68292fac0b77cb7dfed57
;190;'My sister died after taking a line of cocaine'. Research for the BBC by NHS Digital shows a huge rise in mental and physical illness linked to cocaine.;BBC News - Health;'My sister died after taking a line of cocaine';Research for the BBC by NHS Digital shows a huge rise in mental and physical illness linked to cocaine.;https://www.bbc.co.uk/news/uk-51137210;(2020, 1, 16);(20, 4, 50);Thu, 16 Jan 2020 20:04:50 GMT;fc85bc432b5a74d87f1b790640354cb6
;191;NHS tells betting firms to stop 'vicious gambling cycle'. Free bets and other incentives should be banned to make gambling safer, a letter to companies says.;BBC News - Health;NHS tells betting firms to stop 'vicious gambling cycle';Free bets and other incentives should be banned to make gambling safer, a letter to companies says.;https://www.bbc.co.uk/news/health-51120456;(2020, 1, 16);(11, 3, 15);Thu, 16 Jan 2020 11:03:15 GMT;a47649daf134757d6a8520944655aa98
;192;HIV infections among gay and bi men fall by 71% in UK. New figures suggest the UK is on track to eliminate HIV transmission by 2030.;BBC News - Health;HIV infections among gay and bi men fall by 71% in UK;New figures suggest the UK is on track to eliminate HIV transmission by 2030.;https://www.bbc.co.uk/news/health-51122979;(2020, 1, 16);(15, 11, 36);Thu, 16 Jan 2020 15:11:36 GMT;c972a268d0c4a1a17647576c81d71e3f
;193;Does your company nurture neurodiverse talent?. Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.;BBC News - Health;Does your company nurture neurodiverse talent?;Universal Music UK have changed their work culture to be more inclusive to neurodiverse people.;https://www.bbc.co.uk/news/uk-51014028;(2020, 1, 17);(0, 7, 9);Fri, 17 Jan 2020 00:07:09 GMT;62716fa04e7645a1fe674e66d07b18a1
;194;Why are opioids still given for chronic pain?. Opioids work only for some with long-term pain - so why are they still being given to patients?;BBC News - Health;Why are opioids still given for chronic pain?;Opioids work only for some with long-term pain - so why are they still being given to patients?;https://www.bbc.co.uk/news/health-51108696;(2020, 1, 16);(0, 44, 6);Thu, 16 Jan 2020 00:44:06 GMT;519b4d14f334483fd42c5ca92a0dc289
;195;Dementia: Does heading a football cause the disease?. Concerns are growing that heading a football may increase the risk of players developing dementia.;BBC News - Health;Dementia: Does heading a football cause the disease?;Concerns are growing that heading a football may increase the risk of players developing dementia.;https://www.bbc.co.uk/news/explainers-51135579;(2020, 1, 16);(16, 2, 11);Thu, 16 Jan 2020 16:02:11 GMT;5f2dd09a425d57fed3bbe5b16d1b3a86
