,news,category,title,summary,link,date,time,datetime,ID
191,Stormont deal: The big issues facing Northern Ireland's new ministers. BBC News NI's experts look at the urgent matters facing the ministers on their first day at work.,BBC News - UK Politics,Stormont deal: The big issues facing Northern Ireland's new ministers,BBC News NI's experts look at the urgent matters facing the ministers on their first day at work.,https://www.bbc.co.uk/news/uk-northern-ireland-51082278,"(2020, 1, 13)","(8, 1, 4)","Mon, 13 Jan 2020 08:01:04 GMT",46a5b4559825791401320e4ba1216987
192,Erasmus: What could happen to scheme after Brexit?. What could Brexit mean for current and future participants in the Erasmus scheme?,BBC News - UK Politics,Erasmus: What could happen to scheme after Brexit?,What could Brexit mean for current and future participants in the Erasmus scheme?,https://www.bbc.co.uk/news/education-47293927,"(2020, 1, 9)","(15, 53, 35)","Thu, 09 Jan 2020 15:53:35 GMT",d6d1c8f00eb2d01d2bd98a90cf8c720d
193,Stormont talks: What are the key points in the draft deal?. The British and Irish governments published the text of a draft deal on Thursday night,BBC News - UK Politics,Stormont talks: What are the key points in the draft deal?,The British and Irish governments published the text of a draft deal on Thursday night,https://www.bbc.co.uk/news/uk-northern-ireland-51059789,"(2020, 1, 10)","(8, 8, 43)","Fri, 10 Jan 2020 08:08:43 GMT",2b1c00c5c57d82f2307a506eefd4958c
194,Civil service: Is Dominic Cummings right about turnover?. Dominic Cummings says there is too much switching in the civil service. Is he right?,BBC News - UK Politics,Civil service: Is Dominic Cummings right about turnover?,Dominic Cummings says there is too much switching in the civil service. Is he right?,https://www.bbc.co.uk/news/business-50982413,"(2020, 1, 3)","(16, 56, 12)","Fri, 03 Jan 2020 16:56:12 GMT",ff6440526a274f14a7a4fdff49628164
196,"State papers: New light on Major, Trimble and peace process. Files show the efforts of John Major to persuade David Trimble about the new chair of all-party talks.",BBC News - UK Politics,"State papers: New light on Major, Trimble and peace process",Files show the efforts of John Major to persuade David Trimble about the new chair of all-party talks.,https://www.bbc.co.uk/news/uk-northern-ireland-50919057,"(2019, 12, 30)","(7, 14, 39)","Mon, 30 Dec 2019 07:14:39 GMT",bcb882ac5ba92317538064cc66efecfb
198,Queen's Speech: Plenty of pomp in dressed-down ceremony. The Queen sets out the government's plans in a ceremony rich with tradition.,BBC News - UK Politics,Queen's Speech: Plenty of pomp in dressed-down ceremony,The Queen sets out the government's plans in a ceremony rich with tradition.,https://www.bbc.co.uk/news/uk-politics-50855269,"(2019, 12, 19)","(16, 0, 24)","Thu, 19 Dec 2019 16:00:24 GMT",ad005d54f9e922f3016a7a30fc477fad
199,"Queen's Speech: Our experts react to the government's plans. The BBC's experts give their analysis of what the government is, and isn't, planning for the next year.",BBC News - UK Politics,Queen's Speech: Our experts react to the government's plans,"The BBC's experts give their analysis of what the government is, and isn't, planning for the next year.",https://www.bbc.co.uk/news/uk-politics-50855289,"(2019, 12, 19)","(17, 0, 22)","Thu, 19 Dec 2019 17:00:22 GMT",d419493d8eef22331c877c5cd85676df
200,Queen's Speech: What is it and why is it important?. The Queen's Speech will be the second in two months.,BBC News - UK Politics,Queen's Speech: What is it and why is it important?,The Queen's Speech will be the second in two months.,https://www.bbc.co.uk/news/uk-politics-32816450,"(2019, 12, 16)","(14, 9, 11)","Mon, 16 Dec 2019 14:09:11 GMT",a59bf040343e7f6a6232dddac5255b27
201,Brexit and the Queen's Speech. The newly formed government has set out the laws it plans to pass over the coming Parliament.,BBC News - UK Politics,Brexit and the Queen's Speech,The newly formed government has set out the laws it plans to pass over the coming Parliament.,https://www.bbc.co.uk/news/50855549,"(2019, 12, 19)","(16, 18, 42)","Thu, 19 Dec 2019 16:18:42 GMT",9b556453d59244cdb8245c3d0c19cfe4
202,"Pramila Le Hunte: 'I tried to be the first female British Asian Tory MP'. Winning as a Tory in Birmingham Ladywood in 1983 was going to be tough, but Pramila Le Hunte gave it her best shot.",BBC News - UK Politics,Pramila Le Hunte: 'I tried to be the first female British Asian Tory MP',"Winning as a Tory in Birmingham Ladywood in 1983 was going to be tough, but Pramila Le Hunte gave it her best shot.",https://www.bbc.co.uk/news/stories-50810986,"(2019, 12, 18)","(1, 50, 58)","Wed, 18 Dec 2019 01:50:58 GMT",b47db1e9397ee1b9aba090b7a27fb9ec
204,The nerves and excitement of an MP's first day. New MPs talk about the pressure they face and the hopes they share as they start new jobs in Westminster.,BBC News - UK Politics,The nerves and excitement of an MP's first day,New MPs talk about the pressure they face and the hopes they share as they start new jobs in Westminster.,https://www.bbc.co.uk/news/election-2019-50811186,"(2019, 12, 17)","(8, 16, 3)","Tue, 17 Dec 2019 08:16:03 GMT",b1bacdca41cdd8843e22be2ce94db85a
206,Nadia Whittome: Youngest MP had been looking for temp work. New Nottingham East MP Nadia Whittome is the Baby of the House at 23.,BBC News - UK Politics,Nadia Whittome: Youngest MP had been looking for temp work,New Nottingham East MP Nadia Whittome is the Baby of the House at 23.,https://www.bbc.co.uk/news/uk-england-nottinghamshire-50808347,"(2019, 12, 16)","(15, 35, 34)","Mon, 16 Dec 2019 15:35:34 GMT",fe92832df7254bcdf7fc8ab624972817
207,"General election 2019: Leigh's voters on 'fantastic' seismic shift. Voters in Leigh are happy to have a Tory MP and are ""hoping that there's going to be a big change"".",BBC News - UK Politics,General election 2019: Leigh's voters on 'fantastic' seismic shift,"Voters in Leigh are happy to have a Tory MP and are ""hoping that there's going to be a big change"".",https://www.bbc.co.uk/news/election-2019-50781738,"(2019, 12, 13)","(13, 16, 5)","Fri, 13 Dec 2019 13:16:05 GMT",7a167bd7b58440581fd73a7e336febb1
208,East Kent hospitals: Care watchdog inspects trust after baby death apology. The care watchdog carried out an unannounced inspection after concerns about preventable baby deaths.,BBC News - Health,East Kent hospitals: Care watchdog inspects trust after baby death apology,The care watchdog carried out an unannounced inspection after concerns about preventable baby deaths.,https://www.bbc.co.uk/news/health-51231334,"(2020, 1, 24)","(3, 52, 32)","Fri, 24 Jan 2020 03:52:32 GMT",1fc978106dd3eece101c5469e960a41f
211,"Devoted football fans experience 'dangerous' levels of stress. This can put strain on the heart and is particularly marked during a defeat, a study suggests.",BBC News - Health,Devoted football fans experience 'dangerous' levels of stress,"This can put strain on the heart and is particularly marked during a defeat, a study suggests.",https://www.bbc.co.uk/news/health-51222376,"(2020, 1, 24)","(0, 56, 6)","Fri, 24 Jan 2020 00:56:06 GMT",32d43511e6946b1fde0adf0e3a3bf52f
212,Barbara Keeley MP had treatment for breast cancer months before election. Barbara Keeley reveals she had radiotherapy for breast cancer four months before the general election.,BBC News - Health,Barbara Keeley MP had treatment for breast cancer months before election,Barbara Keeley reveals she had radiotherapy for breast cancer four months before the general election.,https://www.bbc.co.uk/news/uk-england-manchester-51233723,"(2020, 1, 24)","(9, 48, 23)","Fri, 24 Jan 2020 09:48:23 GMT",20db8ca8cbeae2bbc47ef6f7f8245494
213,"NHS pledges elderly rapid response community teams. Expert teams of nurses, physios and care staff to keep people out of hospital to be piloted.",BBC News - Health,NHS pledges elderly rapid response community teams,"Expert teams of nurses, physios and care staff to keep people out of hospital to be piloted.",https://www.bbc.co.uk/news/health-51198992,"(2020, 1, 23)","(18, 21, 28)","Thu, 23 Jan 2020 18:21:28 GMT",46819c5ab5b6a6f76daaeadf62977225
215,"China coronavirus: Lockdown measures rise across Hubei province. There are more than 500 confirmed cases of the deadly virus, with more nations reporting infections.",BBC News - Health,China coronavirus: Lockdown measures rise across Hubei province,"There are more than 500 confirmed cases of the deadly virus, with more nations reporting infections.",https://www.bbc.co.uk/news/world-asia-china-51217455,"(2020, 1, 23)","(18, 44, 52)","Thu, 23 Jan 2020 18:44:52 GMT",64773a8f85ffdefc1fe8046bff63e62e
216,"Scientists discover 'why stress turns hair white'. Acute stress damages stem cells that control hair and skin colour, a study suggests.",BBC News - Health,Scientists discover 'why stress turns hair white',"Acute stress damages stem cells that control hair and skin colour, a study suggests.",https://www.bbc.co.uk/news/health-51208972,"(2020, 1, 22)","(19, 36, 26)","Wed, 22 Jan 2020 19:36:26 GMT",bc0baf486662382544b8f83f6d633a91
217,"Smear test fear 'cost my sister her life'. More than 100 NI women died from potentially ""preventable"" cervical cancer between 2013 and 2017.",BBC News - Health,Smear test fear 'cost my sister her life',"More than 100 NI women died from potentially ""preventable"" cervical cancer between 2013 and 2017.",https://www.bbc.co.uk/news/uk-northern-ireland-51173860,"(2020, 1, 23)","(6, 25, 31)","Thu, 23 Jan 2020 06:25:31 GMT",c16ff75b243c4f9f8b18547f8850b576
218,"One in four children 'has too little sleep'. A lack of rest leaves youngsters unable to focus at school, a World Health Organization study says.",BBC News - Health,One in four children 'has too little sleep',"A lack of rest leaves youngsters unable to focus at school, a World Health Organization study says.",https://www.bbc.co.uk/news/education-51207415,"(2020, 1, 23)","(1, 7, 19)","Thu, 23 Jan 2020 01:07:19 GMT",32743ead07cdb77ce3b0530f149cbc9f
219,"Whorlton Hall abuse: Care watchdog wrong not to publish critical 2015 report. An unpublished report on a hospital for vulnerable adults could have prevented abuse, a review finds.",BBC News - Health,Whorlton Hall abuse: Care watchdog wrong not to publish critical 2015 report,"An unpublished report on a hospital for vulnerable adults could have prevented abuse, a review finds.",https://www.bbc.co.uk/news/uk-england-tees-51207856,"(2020, 1, 22)","(15, 57, 43)","Wed, 22 Jan 2020 15:57:43 GMT",7a8974b5c9d15a359ad7af6eb800f624
220,Dementia patients being 'dumped in hospital'. One in 10 dementia patients spends over a month in hospital after being admitted as an emergency.,BBC News - Health,Dementia patients being 'dumped in hospital',One in 10 dementia patients spends over a month in hospital after being admitted as an emergency.,https://www.bbc.co.uk/news/health-51092501,"(2020, 1, 22)","(0, 9, 31)","Wed, 22 Jan 2020 00:09:31 GMT",8d81b0fc3be09ca71c509901c065dd0c
221,Can wearing masks stop the spread of viruses?. Surgical masks have been used to prevent illness in China for decades.,BBC News - Health,Can wearing masks stop the spread of viruses?,Surgical masks have been used to prevent illness in China for decades.,https://www.bbc.co.uk/news/health-51205344,"(2020, 1, 23)","(1, 8, 13)","Thu, 23 Jan 2020 01:08:13 GMT",5692e260e03328e00794278d24b12445
222,China coronavirus: Your questions answered. Are packages bought from Wuhan safe? And is there a reason such viruses are emerging more from China?,BBC News - Health,China coronavirus: Your questions answered,Are packages bought from Wuhan safe? And is there a reason such viruses are emerging more from China?,https://www.bbc.co.uk/news/world-asia-china-51176409,"(2020, 1, 23)","(12, 51, 38)","Thu, 23 Jan 2020 12:51:38 GMT",5604641479645c63d072bfc845c1d36a
223,"Problem gambling: Why do some people become addicted?. Over half of Britons gambled in the past year, so why does it become a problem for some?",BBC News - Health,Problem gambling: Why do some people become addicted?,"Over half of Britons gambled in the past year, so why does it become a problem for some?",https://www.bbc.co.uk/news/health-50828086,"(2020, 1, 23)","(3, 4, 5)","Thu, 23 Jan 2020 03:04:05 GMT",bc77aa3ed349d1a1b47bf29e4ed2fefc
224,"Beyond Veganuary: Is going plant-based a smart way to lose weight?. People with eating disorders may use veganism as a ""socially acceptable"" restrictive diet, a charity warns.",BBC News - Health,Beyond Veganuary: Is going plant-based a smart way to lose weight?,"People with eating disorders may use veganism as a ""socially acceptable"" restrictive diet, a charity warns.",https://www.bbc.co.uk/news/health-51160478,"(2020, 1, 22)","(2, 8, 16)","Wed, 22 Jan 2020 02:08:16 GMT",c8c863f31da7daee80554b2d72f75797
227,"Being born with no smell: 'I don't know what food tastes like'. Only around 5% of the population suffer from a smell disorder, but it doesn't just affect your nose.",BBC News - Health,Being born with no smell: 'I don't know what food tastes like',"Only around 5% of the population suffer from a smell disorder, but it doesn't just affect your nose.",https://www.bbc.co.uk/news/newsbeat-51175088,"(2020, 1, 21)","(7, 23, 8)","Tue, 21 Jan 2020 07:23:08 GMT",d394fa1bbad5216fc75b26bdca18fbf4
228,Coronavirus: How worried should we be?. Hundreds of people people have been infected with a newly-discovered virus.,BBC News - Health,Coronavirus: How worried should we be?,Hundreds of people people have been infected with a newly-discovered virus.,https://www.bbc.co.uk/news/health-51048366,"(2020, 1, 22)","(15, 10, 43)","Wed, 22 Jan 2020 15:10:43 GMT",aa8011e37398a417b5c7b2fc0697909f
231,China coronavirus: What we know so far. The BBC's online health editor explains what we know about the coronavirus.,BBC News - Health,China coronavirus: What we know so far,The BBC's online health editor explains what we know about the coronavirus.,https://www.bbc.co.uk/news/health-51197655,"(2020, 1, 22)","(0, 2, 36)","Wed, 22 Jan 2020 00:02:36 GMT",7ce65ed62ec9439cd9e5b76176609930
234,"No time off for grieving: 'Inside I was screaming'. Bereavement leave for parents came too late for Ian Bainbridge, whose son was stillborn five years ago.",BBC News - Family & Education,No time off for grieving: 'Inside I was screaming',"Bereavement leave for parents came too late for Ian Bainbridge, whose son was stillborn five years ago.",https://www.bbc.co.uk/news/business-51204068,"(2020, 1, 23)","(22, 52, 17)","Thu, 23 Jan 2020 22:52:17 GMT",d2d3e762a45d924bab93ff684160cf98
235,"One in four children 'has too little sleep'. A lack of rest leaves youngsters unable to focus at school, a World Health Organization study says.",BBC News - Family & Education,One in four children 'has too little sleep',"A lack of rest leaves youngsters unable to focus at school, a World Health Organization study says.",https://www.bbc.co.uk/news/education-51207415,"(2020, 1, 23)","(1, 7, 19)","Thu, 23 Jan 2020 01:07:19 GMT",32743ead07cdb77ce3b0530f149cbc9f
236,"Super-rich elites making London 'off-limits'. Moving to London is unaffordable for those from poorer backgrounds, says social mobility report.",BBC News - Family & Education,Super-rich elites making London 'off-limits',"Moving to London is unaffordable for those from poorer backgrounds, says social mobility report.",https://www.bbc.co.uk/news/education-51196849,"(2020, 1, 22)","(11, 42, 16)","Wed, 22 Jan 2020 11:42:16 GMT",8aa26c13ca4fa95f4139577d1d673f44
238,Camilla unveils Roald Dahl-inspired windows at Birmingham hospital. The Duchess of Cornwall visits Birmingham Children's Hospital where 10 stained glass windows are installed.,BBC News - Family & Education,Camilla unveils Roald Dahl-inspired windows at Birmingham hospital,The Duchess of Cornwall visits Birmingham Children's Hospital where 10 stained glass windows are installed.,https://www.bbc.co.uk/news/uk-england-birmingham-51209319,"(2020, 1, 22)","(18, 5, 19)","Wed, 22 Jan 2020 18:05:19 GMT",a522f30e8f3398df2b355093dac345c9
242,Mental health at work: 'My boss let me go over my condition'. A worker and a chief executive tell their stories about mental health in the workplace.,BBC News - Family & Education,Mental health at work: 'My boss let me go over my condition',A worker and a chief executive tell their stories about mental health in the workplace.,https://www.bbc.co.uk/news/business-51126719,"(2020, 1, 22)","(0, 0, 15)","Wed, 22 Jan 2020 00:00:15 GMT",c33b89ba9f3cc3d706faad4a1d864cf4
244,Meet the NASA intern who discovered a new planet on his third day. This teenager found a new planet on the third day of his internship at the US space agency.,BBC News - Family & Education,Meet the NASA intern who discovered a new planet on his third day,This teenager found a new planet on the third day of his internship at the US space agency.,https://www.bbc.co.uk/news/newsbeat-51122019,"(2020, 1, 16)","(0, 47, 52)","Thu, 16 Jan 2020 00:47:52 GMT",a7d81c0f88e2c16213a8e71c76b3bb70
245,"How GCSE revision helped spot a dad's cancer. Jonathan Jenkyn says he is dodging ""the grim reaper"" after suffering a cardiac arrest and cancer.",BBC News - Family & Education,How GCSE revision helped spot a dad's cancer,"Jonathan Jenkyn says he is dodging ""the grim reaper"" after suffering a cardiac arrest and cancer.",https://www.bbc.co.uk/news/uk-england-suffolk-51081957,"(2020, 1, 12)","(15, 48, 23)","Sun, 12 Jan 2020 15:48:23 GMT",2214c2961bc4817fe352063ed91eb3eb
246,Erasmus: What could happen to scheme after Brexit?. What could Brexit mean for current and future participants in the Erasmus scheme?,BBC News - Family & Education,Erasmus: What could happen to scheme after Brexit?,What could Brexit mean for current and future participants in the Erasmus scheme?,https://www.bbc.co.uk/news/education-47293927,"(2020, 1, 9)","(15, 53, 35)","Thu, 09 Jan 2020 15:53:35 GMT",d6d1c8f00eb2d01d2bd98a90cf8c720d
247,Student rape reports: The battle to be believed. Women who report violent sexual assaults at university say the perpetrators are getting away with it.,BBC News - Family & Education,Student rape reports: The battle to be believed,Women who report violent sexual assaults at university say the perpetrators are getting away with it.,https://www.bbc.co.uk/news/uk-51073884,"(2020, 1, 15)","(0, 19, 16)","Wed, 15 Jan 2020 00:19:16 GMT",1ea0a71c075475f491b4be1c8effea7d
248,Nurseries face closure over free childcare funding gap. Nurseries say they cannot afford to run their services because the government has failed to properly fund its free childcare policy.,BBC News - Family & Education,Nurseries face closure over free childcare funding gap,Nurseries say they cannot afford to run their services because the government has failed to properly fund its free childcare policy.,https://www.bbc.co.uk/news/election-2019-51124634,"(2020, 1, 15)","(13, 38, 56)","Wed, 15 Jan 2020 13:38:56 GMT",c0a97118ee634c1004fc9485ba977188
249,Nine-year-old 'shocked and sad' at racist abuse. A primary school pupil felt unwelcome in his school when friends called him racist names.,BBC News - Family & Education,Nine-year-old 'shocked and sad' at racist abuse,A primary school pupil felt unwelcome in his school when friends called him racist names.,https://www.bbc.co.uk/news/education-50410821,"(2020, 1, 1)","(12, 4, 11)","Wed, 01 Jan 2020 12:04:11 GMT",50b963e7a1e9464fd4d496c0db868061
250,Stay-at-home dads set up father-friendly playgroup. Dan Rainsford and Sam Chatterley set up a group so other stay-at-home fathers don't feel alone.,BBC News - Family & Education,Stay-at-home dads set up father-friendly playgroup,Dan Rainsford and Sam Chatterley set up a group so other stay-at-home fathers don't feel alone.,https://www.bbc.co.uk/news/uk-england-hereford-worcester-50842474,"(2019, 12, 29)","(0, 1, 40)","Sun, 29 Dec 2019 00:01:40 GMT",b54fae6f87dac4d192b9ee5a2d9262ef
251,"Bumbleance: The transportation service for sick kids. The ambulance service, available in the Republic of Ireland, is hoping to expand to NI.",BBC News - Family & Education,Bumbleance: The transportation service for sick kids,"The ambulance service, available in the Republic of Ireland, is hoping to expand to NI.",https://www.bbc.co.uk/news/uk-northern-ireland-foyle-west-50907086,"(2019, 12, 28)","(9, 3, 48)","Sat, 28 Dec 2019 09:03:48 GMT",bea2fcbb819314e7f8df0234bd4e33ca
252,"Mummy returns: Voice of 3,000-year-old Egyptian priest brought to life. Experts use 3D printing and speech technology to replicate the voice of Egyptian priest Nesyamun.",BBC News - Science & Environment,"Mummy returns: Voice of 3,000-year-old Egyptian priest brought to life",Experts use 3D printing and speech technology to replicate the voice of Egyptian priest Nesyamun.,https://www.bbc.co.uk/news/world-middle-east-51223828,"(2020, 1, 23)","(16, 20, 29)","Thu, 23 Jan 2020 16:20:29 GMT",a899f88f5bbf7e7efabbceb67d01ac03
253,"Rolls-Royce plans mini nuclear reactors by 2029. The firm says it plans to build up to 15 of the mini reactors, which can be delivered by a lorry.",BBC News - Science & Environment,Rolls-Royce plans mini nuclear reactors by 2029,"The firm says it plans to build up to 15 of the mini reactors, which can be delivered by a lorry.",https://www.bbc.co.uk/news/business-51233444,"(2020, 1, 24)","(9, 1, 52)","Fri, 24 Jan 2020 09:01:52 GMT",dd93704b2ef4e69e178949aefcd9f71e
254,"Mount Vesuvius eruption: Extreme heat 'turned man's brain to glass'. Experts say the man's brain, found in the Roman town of Herculaneum, was affected by extreme heat.",BBC News - Science & Environment,Mount Vesuvius eruption: Extreme heat 'turned man's brain to glass',"Experts say the man's brain, found in the Roman town of Herculaneum, was affected by extreme heat.",https://www.bbc.co.uk/news/world-europe-51221334,"(2020, 1, 23)","(17, 4, 11)","Thu, 23 Jan 2020 17:04:11 GMT",c9555297dd72ebf84409e9bc7a51ab3f
255,Wanted - volunteers to monitor Britain's growing slug population. The first survey in decades will look at the 40 or more species thought to be living in Britain.,BBC News - Science & Environment,Wanted - volunteers to monitor Britain's growing slug population,The first survey in decades will look at the 40 or more species thought to be living in Britain.,https://www.bbc.co.uk/news/science-environment-51192169,"(2020, 1, 23)","(0, 53, 16)","Thu, 23 Jan 2020 00:53:16 GMT",da2b762e725dea980d597cf6cfc23da0
257,"Scientists discover 'why stress turns hair white'. Acute stress damages stem cells that control hair and skin colour, a study suggests.",BBC News - Science & Environment,Scientists discover 'why stress turns hair white',"Acute stress damages stem cells that control hair and skin colour, a study suggests.",https://www.bbc.co.uk/news/health-51208972,"(2020, 1, 22)","(19, 36, 26)","Wed, 22 Jan 2020 19:36:26 GMT",bc0baf486662382544b8f83f6d633a91
261,Sizewell: RSPB Minsmere nature reserve fears 'environmental impact' on wildlife. EDF Energy wants to build new reactors next to the existing Sizewell B near Minsmere nature reserve.,BBC News - Science & Environment,Sizewell: RSPB Minsmere nature reserve fears 'environmental impact' on wildlife,EDF Energy wants to build new reactors next to the existing Sizewell B near Minsmere nature reserve.,https://www.bbc.co.uk/news/uk-england-suffolk-51211543,"(2020, 1, 22)","(20, 12, 3)","Wed, 22 Jan 2020 20:12:03 GMT",5b08e5dc9744e436941700ca606d39cd
262,"New UK housing 'dominated by roads'. Roads are dominating new housing developments, a report says, despite more people wanting to drive less.",BBC News - Science & Environment,New UK housing 'dominated by roads',"Roads are dominating new housing developments, a report says, despite more people wanting to drive less.",https://www.bbc.co.uk/news/science-environment-51179688,"(2020, 1, 21)","(19, 17, 24)","Tue, 21 Jan 2020 19:17:24 GMT",e71fd8525addc5b29031cb397f040f9e
264,"Davos: 'Forget about net zero, we need real zero' - Greta Thunberg. The 17-year-old activist tells world leaders that 'fiddling around with numbers' will not be enough.",BBC News - Science & Environment,"Davos: 'Forget about net zero, we need real zero' - Greta Thunberg",The 17-year-old activist tells world leaders that 'fiddling around with numbers' will not be enough.,https://www.bbc.co.uk/news/world-51193460,"(2020, 1, 21)","(12, 52, 39)","Tue, 21 Jan 2020 12:52:39 GMT",c333a345190ab2f01f106b0e175fbffb
268,"Barometric pressure in London 'highest in 300 years' at least. High pressure at Heathrow Airport reaches 1,049.6 millibars - a record for the UK's capital.",BBC News - Science & Environment,Barometric pressure in London 'highest in 300 years' at least,"High pressure at Heathrow Airport reaches 1,049.6 millibars - a record for the UK's capital.",https://www.bbc.co.uk/news/science-environment-51180211,"(2020, 1, 20)","(15, 52, 36)","Mon, 20 Jan 2020 15:52:36 GMT",d63a54004c0f8aefc389dde8935ce4ff
269,Immune discovery 'may treat all cancer'. Research is at an early stage but scientists said it had huge potential for destroying cancers.,BBC News - Science & Environment,Immune discovery 'may treat all cancer',Research is at an early stage but scientists said it had huge potential for destroying cancers.,https://www.bbc.co.uk/news/health-51182451,"(2020, 1, 20)","(17, 18, 29)","Mon, 20 Jan 2020 17:18:29 GMT",89c35b9f63c08ec67990630393d57d1a
274,"More precious than gold: Why the metal palladium is soaring. The price of the precious metal palladium has hit a record high of $2,500 an ounce as demand rises.",BBC News - Science & Environment,More precious than gold: Why the metal palladium is soaring,"The price of the precious metal palladium has hit a record high of $2,500 an ounce as demand rises.",https://www.bbc.co.uk/news/business-51171391,"(2020, 1, 20)","(4, 5, 20)","Mon, 20 Jan 2020 04:05:20 GMT",e95e88c255bb01f81c3a5388e4bbfb2e
278,"Birmingham car ban: How would the scheme work?. A scheme to stop cars travelling across the city has been proposed, but how would it actually work?",BBC News - Science & Environment,Birmingham car ban: How would the scheme work?,"A scheme to stop cars travelling across the city has been proposed, but how would it actually work?",https://www.bbc.co.uk/news/uk-england-birmingham-51105586,"(2020, 1, 15)","(2, 41, 13)","Wed, 15 Jan 2020 02:41:13 GMT",ca62c4054feabdacdcedb77a53661fb1
279,Australia fires: Aboriginal planners say the bush 'needs to burn'. What would happen if Australia followed the ancient bushfire management practices of Aboriginal people?,BBC News - Science & Environment,Australia fires: Aboriginal planners say the bush 'needs to burn',What would happen if Australia followed the ancient bushfire management practices of Aboriginal people?,https://www.bbc.co.uk/news/world-australia-51043828,"(2020, 1, 12)","(21, 27, 53)","Sun, 12 Jan 2020 21:27:53 GMT",39aaf2a0dfe4cf897a3d22192171c60f
280,Australia fires: How do we know how many animals have died?. A biodiversity expert suggests almost half a billion animals might have been affected in Australia.,BBC News - Science & Environment,Australia fires: How do we know how many animals have died?,A biodiversity expert suggests almost half a billion animals might have been affected in Australia.,https://www.bbc.co.uk/news/50986293,"(2020, 1, 4)","(1, 17, 22)","Sat, 04 Jan 2020 01:17:22 GMT",8a366f8510fc7cfa0b128808aa932a45
281,The scientist powering drones with 'happy gas'. The hydrogen-powered drone which could revolutionise the travel industry.,BBC News - Science & Environment,The scientist powering drones with 'happy gas',The hydrogen-powered drone which could revolutionise the travel industry.,https://www.bbc.co.uk/news/technology-50841104,"(2020, 1, 3)","(9, 23, 27)","Fri, 03 Jan 2020 09:23:27 GMT",c2a3204577e15aeb83b4d455e52259e3
282,Australia fires: A visual guide to the bushfire crisis. How Australia has been battling bushfires during a devastating fire season.,BBC News - Science & Environment,Australia fires: A visual guide to the bushfire crisis,How Australia has been battling bushfires during a devastating fire season.,https://www.bbc.co.uk/news/world-australia-50951043,"(2020, 1, 21)","(17, 52, 58)","Tue, 21 Jan 2020 17:52:58 GMT",384e9c6b036aacaf415ba6533648050a
283,Belching in a good way: How livestock could learn from Orkney sheep. The sheep of North Ronaldsay could teach other livestock how to belch in a way less harmful to the climate.,BBC News - Science & Environment,Belching in a good way: How livestock could learn from Orkney sheep,The sheep of North Ronaldsay could teach other livestock how to belch in a way less harmful to the climate.,https://www.bbc.co.uk/news/stories-50856275,"(2020, 1, 3)","(0, 47, 51)","Fri, 03 Jan 2020 00:47:51 GMT",5a72d4bcdc59408ccea7e0d437b591be
285,"New engine tech that could get us to Mars faster. Nasa wants to send humans to Mars one day, but do we have the engines to get us there?",BBC News - Science & Environment,New engine tech that could get us to Mars faster,"Nasa wants to send humans to Mars one day, but do we have the engines to get us there?",https://www.bbc.co.uk/news/science-environment-48912458,"(2019, 12, 25)","(0, 33, 2)","Wed, 25 Dec 2019 00:33:02 GMT",493eb768c76a56d3b83c73f0c628ddc3
286,Iguanas falling from trees in Florida. As temperatures drop in Florida more and more iguanas are plummeting to the ground.,BBC News - Science & Environment,Iguanas falling from trees in Florida,As temperatures drop in Florida more and more iguanas are plummeting to the ground.,https://www.bbc.co.uk/news/world-51230794,"(2020, 1, 23)","(22, 35, 22)","Thu, 23 Jan 2020 22:35:22 GMT",3631521be29da9c188461abf5cc02eff
291,Tinder to add panic button and anti-catfishing tech. The move comes after criticism over the lack of safety issues offered by dating apps.,BBC News - Technology,Tinder to add panic button and anti-catfishing tech,The move comes after criticism over the lack of safety issues offered by dating apps.,https://www.bbc.co.uk/news/business-51218336,"(2020, 1, 24)","(4, 52, 16)","Fri, 24 Jan 2020 04:52:16 GMT",478d56902c444aa9ced96d9c18880c8e
292,Sonos CEO says speakers will work 'as long as possible'. The company said it was sorry for the confusion caused by plans to stop sending updates to legacy speakers.,BBC News - Technology,Sonos CEO says speakers will work 'as long as possible',The company said it was sorry for the confusion caused by plans to stop sending updates to legacy speakers.,https://www.bbc.co.uk/news/technology-51231363,"(2020, 1, 24)","(0, 26, 11)","Fri, 24 Jan 2020 00:26:11 GMT",af001f81d00eaf6c1324722d7b500139
293,Apple says losing Lightning port will create waste. Some members of the European Parliament want all phone-makers to adopt a universal port.,BBC News - Technology,Apple says losing Lightning port will create waste,Some members of the European Parliament want all phone-makers to adopt a universal port.,https://www.bbc.co.uk/news/technology-51208912,"(2020, 1, 23)","(16, 1, 27)","Thu, 23 Jan 2020 16:01:27 GMT",0903cb02c5404078187e323f7cb38316
294,Twitter demands AI company stops 'collecting faces'. Clearview's database is used by more than 600 world law-enforcement agencies to identify suspects.,BBC News - Technology,Twitter demands AI company stops 'collecting faces',Clearview's database is used by more than 600 world law-enforcement agencies to identify suspects.,https://www.bbc.co.uk/news/technology-51220654,"(2020, 1, 23)","(13, 41, 8)","Thu, 23 Jan 2020 13:41:08 GMT",bf890a483ae4e026d6b64ff96b5b1052
